,Flux
2028,1.7090396563452076e-07
2029,1.7397606900737348e-07
2030,1.7840346222490572e-07
2031,1.87563116104777e-07
2032,1.9921930456815018e-07
2033,2.0649737405260935e-07
2034,2.0729763646813683e-07
2035,2.004553726603169e-07
2036,1.9007233530558562e-07
2037,1.801276017255011e-07
2038,1.7415234157194195e-07
2039,1.7286210752769093e-07
2040,1.7126339696268838e-07
2041,1.692495574954282e-07
2042,1.625996018855e-07
2043,1.5187714179985344e-07
2044,1.4187692771601685e-07
2045,1.3238923502243246e-07
2046,1.2475031162826392e-07
2047,1.1952528048798925e-07
2048,1.2062275251975144e-07
2049,1.300604776256088e-07
2050,1.4254193037317198e-07
2051,1.530877379667305e-07
2052,1.5709146474657566e-07
2053,1.5624481848024167e-07
2054,1.5712033657634816e-07
2055,1.61070802813648e-07
2056,1.7038872241551106e-07
2057,1.81024850065718e-07
2058,1.9330986486447506e-07
2059,2.0945387802698205e-07
2060,2.2409598974931992e-07
2061,2.3622389039018224e-07
2062,2.4781400128926165e-07
2063,2.5825760132151197e-07
2064,2.621443414717469e-07
2065,2.6129240751349125e-07
2066,2.544131665785375e-07
2067,2.4409684948459287e-07
2068,2.3667466403210206e-07
2069,2.2900719717638093e-07
2070,2.1955647715051534e-07
2071,2.0757582919498491e-07
2072,1.9591824614024538e-07
2073,1.9148892140409518e-07
2074,1.914150291544192e-07
2075,1.899610262369532e-07
2076,1.8646492354126155e-07
2077,1.7636843112851166e-07
2078,1.6349408803223571e-07
2079,1.5330717922819708e-07
2080,1.4505146131344954e-07
2081,1.4413381527383196e-07
2082,1.4703293391323721e-07
2083,1.5061714056953363e-07
2084,1.6124292641752748e-07
2085,1.7541863348504596e-07
2086,1.935142695102832e-07
2087,2.1856284196967093e-07
2088,2.457065575637256e-07
2089,2.6772340188726184e-07
2090,2.8208457239969156e-07
2091,2.881314429561432e-07
2092,2.840994327978143e-07
2093,2.747706234501518e-07
2094,2.635411847517027e-07
2095,2.5066287291756754e-07
2096,2.365840856911511e-07
2097,2.2251317724917548e-07
2098,2.0829935956755875e-07
2099,1.9520692358487267e-07
2100,1.8391123112976886e-07
2101,1.725576078885346e-07
2102,1.6240184697659503e-07
2103,1.5236166221460987e-07
2104,1.4512549596673357e-07
2105,1.4436294635310837e-07
2106,1.4522665174027544e-07
2107,1.465789866363015e-07
2108,1.4833358813160684e-07
2109,1.4705022946258192e-07
2110,1.4404520659620767e-07
2111,1.3980318597807536e-07
2112,1.325353673583466e-07
2113,1.2383183064370926e-07
2114,1.1596114766404627e-07
2115,1.1011503292930956e-07
2116,1.0597852962790269e-07
2117,1.0136817662761334e-07
2118,9.648135888853637e-08
2119,9.205822298791196e-08
2120,8.800240075996232e-08
2121,8.466466076956176e-08
2122,8.15481947799952e-08
2123,7.836837538056211e-08
2124,7.504403788280492e-08
2125,7.235213412633886e-08
2126,7.049192075875419e-08
2127,6.815522871752141e-08
2128,6.688970594970696e-08
2129,6.647573551866073e-08
2130,7.089066223818065e-08
2131,8.025159639844542e-08
2132,8.873893710344608e-08
2133,9.656504370905155e-08
2134,9.933353956683494e-08
2135,1.0135018588835614e-07
2136,1.0594016762969406e-07
2137,1.1275865128603619e-07
2138,1.2245778673827991e-07
2139,1.2674950850018345e-07
2140,1.2581205799960532e-07
2141,1.2413085247978994e-07
2142,1.221302673383934e-07
2143,1.201672406532823e-07
2144,1.1777551662937847e-07
2145,1.1246046492383433e-07
2146,1.06139418394858e-07
2147,1.0197547660054946e-07
2148,9.875292898470156e-08
2149,9.561513615519652e-08
2150,9.066612258824992e-08
2151,8.404951033229869e-08
2152,7.7957059301668e-08
2153,7.199885336810542e-08
2154,6.57989680252174e-08
2155,5.988157122200002e-08
2156,5.4305914100623725e-08
2157,4.915032269111049e-08
2158,4.451029042254859e-08
2159,4.037176138394563e-08
2160,3.734708526271231e-08
2161,3.5349876763629056e-08
2162,3.386488911255492e-08
2163,3.279090021500085e-08
2164,3.2686810178645686e-08
2165,3.35556291311947e-08
2166,3.420006619376535e-08
2167,3.464255956090659e-08
2168,3.364080360872395e-08
2169,3.1876723235907155e-08
2170,3.1114050879815e-08
2171,3.091514576636131e-08
2172,3.211113121140761e-08
2173,3.510001822578132e-08
2174,3.8465016605669644e-08
2175,4.083101513716255e-08
2176,4.141041376497422e-08
2177,3.974437243782799e-08
2178,3.898243521559957e-08
2179,4.2684191778857156e-08
2180,5.194077265422086e-08
2181,6.41812191073345e-08
2182,7.409699943356123e-08
2183,8.394855631662267e-08
2184,9.247745739463525e-08
2185,9.840644465644173e-08
2186,1.0859315449542137e-07
2187,1.1698383859582098e-07
2188,1.1951045444772629e-07
2189,1.199469087400413e-07
2190,1.1753971772672313e-07
2191,1.1493574582294679e-07
2192,1.1364217101878979e-07
2193,1.1227795372290933e-07
2194,1.0960015816987015e-07
2195,1.0441514223118835e-07
2196,1.0096112796449298e-07
2197,1.015400151631187e-07
2198,1.036110136369027e-07
2199,1.0761241219591676e-07
2200,1.1001367086635435e-07
2201,1.1024980359929083e-07
2202,1.1053732306513916e-07
2203,1.0927109072467714e-07
2204,1.0869398170921168e-07
2205,1.0891208370072274e-07
2206,1.080208755807382e-07
2207,1.0719378822627469e-07
2208,1.064994095225767e-07
2209,1.0408696858575903e-07
2210,1.0051577167119551e-07
2211,9.64766944686454e-08
2212,9.13790250207737e-08
2213,8.612862252948708e-08
2214,8.125326027491807e-08
2215,7.626543422946841e-08
2216,7.101389078098534e-08
2217,6.626250169748655e-08
2218,6.319875153384248e-08
2219,6.205387639785714e-08
2220,6.212348878876911e-08
2221,6.19111399178363e-08
2222,5.960752593684342e-08
2223,5.5609273350105825e-08
2224,5.1285846006464156e-08
2225,4.790726141738662e-08
2226,4.579153529713831e-08
2227,4.40123817770529e-08
2228,4.47486435581326e-08
2229,4.8061279136117244e-08
2230,5.129265117698852e-08
2231,5.412588601866936e-08
2232,5.416329742364824e-08
2233,5.379696772164646e-08
2234,5.717977096395157e-08
2235,6.68117938830691e-08
2236,8.120561452877205e-08
2237,9.806005292188956e-08
2238,1.1707904726133871e-07
2239,1.3024614212867645e-07
2240,1.3965902764066768e-07
2241,1.4646812495240206e-07
2242,1.4645881278009562e-07
2243,1.4543793185226753e-07
2244,1.427941388522906e-07
2245,1.3576472496740883e-07
2246,1.2758825242896782e-07
2247,1.1900442715403626e-07
2248,1.1114148446183442e-07
2249,1.0468983606836106e-07
2250,9.813335251879312e-08
2251,9.26575173371422e-08
2252,8.824176564944741e-08
2253,8.396758910569999e-08
2254,8.01208302163273e-08
2255,7.54837472074898e-08
2256,6.903537248893739e-08
2257,6.233183523438728e-08
2258,5.666115170197886e-08
2259,5.213253651487584e-08
2260,4.926928281357906e-08
2261,4.770485445516429e-08
2262,4.6784368917415776e-08
2263,4.646843194253986e-08
2264,4.562158870742792e-08
2265,4.378442982900581e-08
2266,4.194348685621878e-08
2267,3.996163817602429e-08
2268,3.7765474351923297e-08
2269,3.598892691567826e-08
2270,3.406503422947379e-08
2271,3.2996030844500805e-08
2272,3.3692652574022844e-08
2273,3.5107281683895055e-08
2274,3.7059392699514424e-08
2275,3.811629260006253e-08
2276,3.80587777439304e-08
2277,3.8056844822790796e-08
2278,3.922616046348707e-08
2279,4.1478544594993255e-08
2280,4.3243190291629467e-08
2281,4.536887144087055e-08
2282,4.7194484423538815e-08
2283,4.753753604478669e-08
2284,4.722128251881043e-08
2285,4.522415431476121e-08
2286,4.367673890739309e-08
2287,4.425906504874279e-08
2288,4.503315857443816e-08
2289,4.572984274756398e-08
2290,4.4006858486573033e-08
2291,4.1131172653072495e-08
2292,3.986805542373516e-08
2293,3.915624991918953e-08
2294,3.900312497212769e-08
2295,3.92403124841863e-08
2296,3.954128118566545e-08
2297,4.0199652993547423e-08
2298,4.117968759719195e-08
2299,4.303671871012158e-08
2300,4.545804670720014e-08
2301,4.963724191462037e-08
2302,5.602351764085636e-08
2303,6.095866586046897e-08
2304,6.388779928840672e-08
2305,6.528651942659072e-08
2306,6.664536764804819e-08
2307,6.890583108879414e-08
2308,7.110274817670633e-08
2309,7.174247351177546e-08
2310,7.01682262242637e-08
2311,6.783890363441145e-08
2312,6.53675133169257e-08
2313,6.310576202808578e-08
2314,5.962018583697415e-08
2315,5.480816723740586e-08
2316,5.036485051069056e-08
2317,4.66783654602987e-08
2318,4.3998028901079635e-08
2319,4.2923225953016504e-08
2320,4.320590326995838e-08
2321,4.389781286920052e-08
2322,4.452053153072292e-08
2323,4.440597838126562e-08
2324,4.457788061391657e-08
2325,4.600759266218302e-08
2326,4.8544333475821524e-08
2327,5.132740016064853e-08
2328,5.265716014638628e-08
2329,5.4153944025145594e-08
2330,5.576354947113495e-08
2331,5.609969441370346e-08
2332,5.558972485029972e-08
2333,5.41182523259952e-08
2334,5.245642713721855e-08
2335,5.1723284463795707e-08
2336,5.271345607211223e-08
2337,5.364211048939319e-08
2338,5.3865399414267566e-08
2339,5.374135941976389e-08
2340,5.186722341210743e-08
2341,4.863050101019581e-08
2342,4.50799508845462e-08
2343,4.182195579959698e-08
2344,4.160226021442909e-08
2345,4.5104534138646e-08
2346,5.078158070172498e-08
2347,5.8103422669434586e-08
2348,6.400558043900038e-08
2349,6.671752248293817e-08
2350,6.697077027471437e-08
2351,6.519869321065005e-08
2352,6.210382386210836e-08
2353,5.874344144525406e-08
2354,5.525659727622669e-08
2355,5.2605937520029066e-08
2356,5.064534373020694e-08
2357,4.936830935970296e-08
2358,4.879397847382508e-08
2359,4.757708070743459e-08
2360,4.65068727419561e-08
2361,4.481868553524315e-08
2362,4.387431709677722e-08
2363,4.452539416955855e-08
2364,4.555705255790503e-08
2365,4.86927255995732e-08
2366,5.197733128652412e-08
2367,5.40824677467516e-08
2368,5.9081401543183366e-08
2369,7.017326128554802e-08
2370,8.363093485270088e-08
2371,9.464284103873741e-08
2372,1.0066605657317509e-07
2373,9.763695072098681e-08
2374,9.039825559135404e-08
2375,8.478342996033305e-08
2376,7.968008691048157e-08
2377,7.67620781265697e-08
2378,7.556087020572729e-08
2379,7.39797831022123e-08
2380,7.283180470959794e-08
2381,7.006112421232377e-08
2382,6.66425117992645e-08
2383,6.466576060750325e-08
2384,6.372418455980426e-08
2385,6.620176608112446e-08
2386,7.193158938463258e-08
2387,7.932593034308131e-08
2388,8.589333715403647e-08
2389,8.876650332123022e-08
2390,8.730235295849083e-08
2391,8.244711766129601e-08
2392,7.815240595553735e-08
2393,7.499966545710261e-08
2394,7.393719899994427e-08
2395,7.818097925237813e-08
2396,8.408788148575564e-08
2397,8.922909343690692e-08
2398,9.249368416902716e-08
2399,9.118181574274233e-08
2400,8.822613410103967e-08
2401,8.606602062046853e-08
2402,8.470941853656446e-08
2403,8.470097671696458e-08
2404,8.400587908905407e-08
2405,8.171779124180997e-08
2406,8.172101221671554e-08
2407,8.334891111756135e-08
2408,8.370152012509177e-08
2409,8.499386820151869e-08
2410,8.395698137709195e-08
2411,8.088628321368155e-08
2412,8.191015498015122e-08
2413,8.443163968015405e-08
2414,8.660097596849593e-08
2415,9.227837875857584e-08
2416,9.947554122032366e-08
2417,1.066279872474974e-07
2418,1.1502768854567375e-07
2419,1.2012491946587537e-07
2420,1.2309992711622908e-07
2421,1.2725243403477162e-07
2422,1.3438969054277717e-07
2423,1.4476322154917092e-07
2424,1.5207439948721622e-07
2425,1.54691959725483e-07
2426,1.5146026378847376e-07
2427,1.4232673739640025e-07
2428,1.3443156375924256e-07
2429,1.3001340746391635e-07
2430,1.291995667489267e-07
2431,1.3480461020791843e-07
2432,1.411866493983695e-07
2433,1.4364298467532225e-07
2434,1.4157868643723827e-07
2435,1.356708178543976e-07
2436,1.3054123597882138e-07
2437,1.3056211213050195e-07
2438,1.3579340059869832e-07
2439,1.3983906030958852e-07
2440,1.4030515405314257e-07
2441,1.3597463858443593e-07
2442,1.2676467473374437e-07
2443,1.1793820726805791e-07
2444,1.1148188662760749e-07
2445,1.067461980291257e-07
2446,1.0368407827875822e-07
2447,1.0020317044344074e-07
2448,9.660785330897865e-08
2449,9.723456789668503e-08
2450,1.0181111113557189e-07
2451,1.0603000014766192e-07
2452,1.078020003019361e-07
2453,1.049093004580635e-07
2454,9.856450948660954e-08
2455,9.394536121280885e-08
2456,9.222065246902578e-08
2457,9.196841462946788e-08
2458,9.143276161718942e-08
2459,8.894701021902809e-08
2460,8.432730926218238e-08
2461,7.91195784029617e-08
2462,7.555762072274601e-08
2463,7.371435888997896e-08
2464,7.258042322841612e-08
2465,7.125988108598301e-08
2466,7.104639310523832e-08
2467,7.34167539569546e-08
2468,7.636257875741912e-08
2469,8.090132102306728e-08
2470,8.639868891256786e-08
2471,9.025881987872931e-08
2472,9.34829377164873e-08
2473,9.42221438357925e-08
2474,9.05999294214048e-08
2475,8.472743647654573e-08
2476,7.866719283976438e-08
2477,7.317547356355842e-08
2478,6.815792619766529e-08
2479,6.41421335875272e-08
2480,6.144042025839234e-08
2481,5.9071378254852244e-08
2482,5.678924046007178e-08
2483,5.5397816455175936e-08
2484,5.485803486531327e-08
2485,5.445973144306444e-08
2486,5.380125837291285e-08
2487,5.145863257600307e-08
2488,4.7675269320114217e-08
2489,4.4207742395745206e-08
2490,4.122446816408766e-08
2491,3.856452135766439e-08
2492,3.589556923133429e-08
2493,3.4368512290114963e-08
2494,3.404416101887266e-08
2495,3.392724486702969e-08
2496,3.6597020393442086e-08
2497,4.0124818460296165e-08
2498,4.2124836745369435e-08
2499,4.373735320862602e-08
2500,4.395111800088134e-08
2501,4.325600628488798e-08
2502,4.290540572994086e-08
2503,4.306486522538121e-08
2504,4.204587873060299e-08
2505,4.257879076102707e-08
2506,4.72209114443174e-08
2507,5.4686319998220755e-08
2508,6.558018773131239e-08
2509,7.5622168821768e-08
2510,8.290995192483593e-08
2511,8.924395678779832e-08
2512,9.201956118890241e-08
2513,9.213010508558021e-08
2514,9.059209461253412e-08
2515,8.624538518592333e-08
2516,8.107084664192284e-08
2517,7.642626199776555e-08
2518,7.287113584753229e-08
2519,7.003402229790679e-08
2520,6.83056201048913e-08
2521,6.782505813130539e-08
2522,6.678005237101297e-08
2523,6.496454720316982e-08
2524,6.343059253818056e-08
2525,6.318753330058064e-08
2526,6.546877999375149e-08
2527,7.088440196275285e-08
2528,7.654596166678535e-08
2529,7.984136542911762e-08
2530,8.011972879269206e-08
2531,7.730775587737911e-08
2532,7.771448020798931e-08
2533,8.510553179861117e-08
2534,9.639497805876782e-08
2535,1.0829297969234119e-07
2536,1.1468868130533974e-07
2537,1.1386981305679e-07
2538,1.1175783178578075e-07
2539,1.1324454862239521e-07
2540,1.1783259374449421e-07
2541,1.2568683417409308e-07
2542,1.3279315038619912e-07
2543,1.3653883497987718e-07
2544,1.4039745111011445e-07
2545,1.4209790170793623e-07
2546,1.418904895007901e-07
2547,1.405508046347194e-07
2548,1.4019508814794936e-07
2549,1.4138474734075548e-07
2550,1.4456825843490328e-07
2551,1.507614321683734e-07
2552,1.5366028866243742e-07
2553,1.541817596452369e-07
2554,1.5272608372575262e-07
2555,1.5000347550339062e-07
2556,1.5097812803137916e-07
2557,1.5390531520973312e-07
2558,1.5971478340004533e-07
2559,1.679808047117877e-07
2560,1.7565772404523347e-07
2561,1.8322945154455904e-07
2562,1.8798150661179824e-07
2563,1.8789585638867458e-07
2564,1.8249377113584885e-07
2565,1.722318943278813e-07
2566,1.620587051453459e-07
2567,1.5404033484195447e-07
2568,1.4827380156675116e-07
2569,1.4509642164125416e-07
2570,1.41824279651972e-07
2571,1.3754185183977066e-07
2572,1.3495016682443132e-07
2573,1.3328015031825693e-07
2574,1.322646355446693e-07
2575,1.3227567230277078e-07
2576,1.2873560533558288e-07
2577,1.2368704504701215e-07
2578,1.1763084068713373e-07
2579,1.1009275667934043e-07
2580,1.0469598112051534e-07
2581,9.998888312998385e-08
2582,9.512749493120167e-08
2583,9.050224553161261e-08
2584,8.572702104350844e-08
2585,8.300431897909957e-08
2586,8.347888707448917e-08
2587,8.563099834763572e-08
2588,8.889289853648523e-08
2589,9.026610873259918e-08
2590,8.851449795057288e-08
2591,8.490054825580138e-08
2592,8.014799347300986e-08
2593,7.510819413871463e-08
2594,7.090987473246713e-08
2595,6.768138725684044e-08
2596,6.610074847187393e-08
2597,6.669067352097671e-08
2598,6.674660607027645e-08
2599,6.64969453398241e-08
2600,6.483475070780672e-08
2601,6.172627558320788e-08
2602,6.355364787634725e-08
2603,6.9535782910481e-08
2604,7.58447045177362e-08
2605,8.156023398957309e-08
2606,8.520421045672915e-08
2607,8.692128918119445e-08
2608,8.872915999942141e-08
2609,9.136874373078246e-08
2610,9.054436924612295e-08
2611,8.706493237200571e-08
2612,8.322093918185883e-08
2613,7.826134529763837e-08
2614,7.368521079253167e-08
2615,6.916668972704395e-08
2616,6.473752078252055e-08
2617,6.182626877698645e-08
2618,6.023114201240574e-08
2619,6.069552785944519e-08
2620,6.212597500571518e-08
2621,6.293837742026095e-08
2622,6.478203950776514e-08
2623,6.715383535665356e-08
2624,6.890095169961356e-08
2625,6.964835636222121e-08
2626,6.835852059603026e-08
2627,6.53476685420467e-08
2628,6.312540177820636e-08
2629,6.207536174714893e-08
2630,6.08928257328531e-08
2631,5.9016043286067e-08
2632,5.681443897494169e-08
2633,5.482049501617904e-08
2634,5.4688445391008374e-08
2635,5.706960065764996e-08
2636,5.957711510246503e-08
2637,6.293359716691703e-08
2638,6.576467544089652e-08
2639,7.023764589132207e-08
2640,7.798634455259282e-08
2641,8.389795429782306e-08
2642,8.935815861511387e-08
2643,9.11723424773273e-08
2644,8.809260804080129e-08
2645,8.508334707268595e-08
2646,8.161251227151938e-08
2647,7.8363761040047e-08
2648,7.735238496783828e-08
2649,7.749214653421667e-08
2650,7.695543196685733e-08
2651,7.550988884320972e-08
2652,7.167139997740439e-08
2653,6.747925999266972e-08
2654,6.449383403825986e-08
2655,6.14944506756391e-08
2656,5.94075056333455e-08
2657,5.7641755060180624e-08
2658,5.6240079515437146e-08
2659,5.536607153502545e-08
2660,5.4691964384167663e-08
2661,5.3660267957639933e-08
2662,5.326924117382899e-08
2663,5.645481711684415e-08
2664,6.149683549008687e-08
2665,6.850965218637882e-08
2666,7.720868736617528e-08
2667,8.262531896160772e-08
2668,8.972528740395856e-08
2669,9.994025896328487e-08
2670,1.1302123328865145e-07
2671,1.3101911025245096e-07
2672,1.5014219949543262e-07
2673,1.6786547972329373e-07
2674,1.8044143209320925e-07
2675,1.9074728927558532e-07
2676,2.0228506061606146e-07
2677,2.1399405484330308e-07
2678,2.2700714958614945e-07
2679,2.4006893478877503e-07
2680,2.481120416524625e-07
2681,2.515633379160824e-07
2682,2.513320043216032e-07
2683,2.4794880409032484e-07
2684,2.4264142391701876e-07
2685,2.3398978161806006e-07
2686,2.230533035992275e-07
2687,2.101104734366455e-07
2688,1.969994262137228e-07
2689,1.8714948360798258e-07
2690,1.7970953520308578e-07
2691,1.717760815362874e-07
2692,1.6387347317307935e-07
2693,1.6053612586971914e-07
2694,1.6114501350677674e-07
2695,1.625055124029462e-07
2696,1.6567996143761566e-07
2697,1.6462446544493664e-07
2698,1.5976201883882608e-07
2699,1.5712331681504338e-07
2700,1.5208598499538735e-07
2701,1.4448988637075802e-07
2702,1.3644089768590462e-07
2703,1.2675930793431043e-07
2704,1.1878337713007887e-07
2705,1.1374253938328783e-07
2706,1.0893078539952452e-07
2707,1.067502069365182e-07
2708,1.0695018649873857e-07
2709,1.0804266809141964e-07
2710,1.1423840143431197e-07
2711,1.2093956128064668e-07
2712,1.2563310498727376e-07
2713,1.3090729432129768e-07
2714,1.3389156470931606e-07
2715,1.35377408048062e-07
2716,1.3515216705687828e-07
2717,1.3209945019545641e-07
2718,1.2936450524325558e-07
2719,1.2962805501174235e-07
2720,1.3232774987390185e-07
2721,1.3501997524936027e-07
2722,1.3663047782020615e-07
2723,1.3656742978677804e-07
2724,1.359856864244362e-07
2725,1.359496173720511e-07
2726,1.334546553986322e-07
2727,1.292339828234687e-07
2728,1.2368766355580927e-07
2729,1.1774846923322354e-07
2730,1.1379069432447188e-07
2731,1.1060390383975077e-07
2732,1.0812100637400707e-07
2733,1.0613390566742958e-07
2734,1.0329551502234804e-07
2735,9.814096348200099e-08
2736,9.233936713272972e-08
2737,8.778043042879216e-08
2738,8.550238737971609e-08
2739,8.5502148594223e-08
2740,8.621443365741386e-08
2741,8.611799017546912e-08
2742,8.569369112481625e-08
2743,8.99243220944151e-08
2744,9.72568900366693e-08
2745,1.0653120107296165e-07
2746,1.177030807286637e-07
2747,1.2447027228001335e-07
2748,1.2781074462632772e-07
2749,1.2860466986581e-07
2750,1.2695670278555023e-07
2751,1.2419853248545815e-07
2752,1.1979117923373573e-07
2753,1.1459956131685091e-07
2754,1.0757710519705485e-07
2755,1.0056939467676332e-07
2756,9.511245519001241e-08
2757,9.16887097083995e-08
2758,9.259483877180821e-08
2759,9.481035486707691e-08
2760,9.649181937137127e-08
2761,9.696763737269974e-08
2762,9.332087358089749e-08
2763,8.893878625489676e-08
2764,8.575740768017671e-08
2765,8.354416693899429e-08
2766,8.35772502729459e-08
2767,8.364452527660512e-08
2768,8.296757276328631e-08
2769,8.128331553447803e-08
2770,7.9317484069033e-08
2771,7.821073576053908e-08
2772,7.701466226634645e-08
2773,7.87006959615653e-08
2774,8.205562605071964e-08
2775,8.602506298751731e-08
2776,9.374755612991854e-08
2777,1.00285300057176e-07
2778,1.0366926978453708e-07
2779,1.0468984266027079e-07
2780,1.011583583687346e-07
2781,9.598002258512036e-08
2782,9.184452037889731e-08
2783,8.80600683548186e-08
2784,8.685406152643867e-08
2785,8.776865534653733e-08
2786,8.992928967324676e-08
2787,9.511136049098808e-08
2788,9.933772420185856e-08
2789,1.0294145143627609e-07
2790,1.0739730591434781e-07
2791,1.1042007499613299e-07
2792,1.1210306720602104e-07
2793,1.1244276035305168e-07
2794,1.0991098437248818e-07
2795,1.0438238603193727e-07
2796,9.850664750648628e-08
2797,9.219348278207818e-08
2798,8.721163456582469e-08
2799,8.66904713214196e-08
2800,8.935892448341724e-08
2801,9.356053236712549e-08
2802,9.655447939730488e-08
2803,9.852403153125276e-08
2804,1.0043412832995593e-07
2805,1.0187821542603516e-07
2806,1.0327789380967827e-07
2807,1.0281260446758123e-07
2808,1.0213134417120133e-07
2809,1.0120570990080749e-07
2810,9.912263905394767e-08
2811,9.943537510639476e-08
2812,1.0159183744228185e-07
2813,1.0399515364946102e-07
2814,1.082956382351441e-07
2815,1.0994107446681957e-07
2816,1.0605946712013038e-07
2817,1.0045352039993444e-07
2818,9.404339821815919e-08
2819,8.732966024324229e-08
2820,8.11824381668626e-08
2821,7.634993833383468e-08
2822,7.196545865730318e-08
2823,6.738905498485915e-08
2824,6.417514955598843e-08
2825,6.139513461269969e-08
2826,5.788062112437414e-08
2827,5.51800590009441e-08
2828,5.471205320782611e-08
2829,5.6865848051645166e-08
2830,6.072926337051739e-08
2831,6.394383713578302e-08
2832,6.766195350396507e-08
2833,7.087075826836102e-08
2834,7.163368259143647e-08
2835,7.338281447019596e-08
2836,7.326953306586403e-08
2837,7.186757978322065e-08
2838,7.228082188971613e-08
2839,7.22402398069428e-08
2840,7.294121594905892e-08
2841,7.3034594410286e-08
2842,7.179363496016832e-08
2843,7.05267714648558e-08
2844,6.771159434701786e-08
2845,6.597793497384933e-08
2846,6.6655141567698e-08
2847,6.808962748160478e-08
2848,7.005566477115279e-08
2849,7.04000983026588e-08
2850,6.914758845165247e-08
2851,6.660782959100051e-08
2852,6.349704662586857e-08
2853,6.087234193842269e-08
2854,5.8085107695658966e-08
2855,5.623909687647597e-08
2856,5.741518717414692e-08
2857,5.982366849823913e-08
2858,6.134130171385648e-08
2859,6.375717160597165e-08
2860,6.5568954434473e-08
2861,6.678705891268713e-08
2862,6.923335295485925e-08
2863,6.984751759469061e-08
2864,6.75502658011823e-08
2865,6.359523921959028e-08
2866,5.9135715277202265e-08
2867,5.4984643717676254e-08
2868,5.13736793244454e-08
2869,4.8511311380395065e-08
2870,4.583518024468018e-08
2871,4.472666226348589e-08
2872,4.4753996109708757e-08
2873,4.4591096555795514e-08
2874,4.5181986918374545e-08
2875,4.5788788184287826e-08
2876,4.642240929754287e-08
2877,4.7267668322226014e-08
2878,4.902840151607898e-08
2879,5.192556145473447e-08
2880,5.969550547140021e-08
2881,7.33384550704091e-08
2882,8.541710959304893e-08
2883,9.391289862234765e-08
2884,9.562160865712582e-08
2885,9.278444768170842e-08
2886,9.19435029233212e-08
2887,9.264915265075815e-08
2888,9.357173738483037e-08
2889,9.130206365545374e-08
2890,8.592185726711787e-08
2891,8.05296714943128e-08
2892,7.63517043102291e-08
2893,7.414153383957456e-08
2894,7.370238043321076e-08
2895,7.520714250248557e-08
2896,7.773642846205285e-08
2897,8.088778580924338e-08
2898,8.427400737840423e-08
2899,8.663410668935606e-08
2900,8.895819604135186e-08
2901,8.946237650443344e-08
2902,8.790363893232753e-08
2903,8.431327509186886e-08
2904,7.806944758604086e-08
2905,7.161250280590951e-08
2906,6.598875251930512e-08
2907,6.167737730121198e-08
2908,6.187213978666394e-08
2909,6.656724642309422e-08
2910,7.316468592991314e-08
2911,8.285440493109085e-08
2912,9.13501520135342e-08
2913,9.77765039947994e-08
2914,1.0623837730647393e-07
2915,1.1352703985887258e-07
2916,1.1796183598020808e-07
2917,1.212531525203096e-07
2918,1.2402783743529605e-07
2919,1.2496255386272884e-07
2920,1.2780379881289903e-07
2921,1.3512341952887652e-07
2922,1.4328607821475445e-07
2923,1.537949709828486e-07
2924,1.622529743358818e-07
2925,1.648276771033405e-07
2926,1.6643240949069192e-07
2927,1.6612666862773932e-07
2928,1.635015018342778e-07
2929,1.5908885167266914e-07
2930,1.492549664973474e-07
2931,1.3750446988826875e-07
2932,1.2804152297663546e-07
2933,1.1998737075002403e-07
2934,1.1320113372882996e-07
2935,1.0640602037507578e-07
2936,9.95029183359479e-08
2937,9.304012650225216e-08
2938,8.677361385910176e-08
2939,8.132125247357577e-08
2940,7.693912720342766e-08
2941,7.33952144489816e-08
2942,7.054319295349611e-08
2943,6.785137361942108e-08
2944,6.555373627350502e-08
2945,6.642336281641256e-08
2946,7.116852681084346e-08
2947,7.672667437913275e-08
2948,8.384150714333752e-08
2949,9.068235644527613e-08
2950,9.353912069940888e-08
2951,9.392270854697393e-08
2952,9.074293761788289e-08
2953,8.55686437568973e-08
2954,8.14742792397339e-08
2955,7.830185117228233e-08
2956,7.578416590619411e-08
2957,7.166824923568964e-08
2958,6.742642428768274e-08
2959,6.56462818032199e-08
2960,6.541915354774456e-08
2961,6.586473811608687e-08
2962,6.531576424891166e-08
2963,6.293418781212167e-08
2964,6.067826905411129e-08
2965,5.966044218906321e-08
2966,5.8894398011828755e-08
2967,5.777995822825532e-08
2968,5.581446238781055e-08
2969,5.3770516108656655e-08
2970,5.2555964453619726e-08
2971,5.1712867973669344e-08
2972,5.072908115640412e-08
2973,4.9906173059343376e-08
2974,4.9253055801432954e-08
2975,4.790275027283743e-08
2976,4.6112475305036885e-08
2977,4.4438727795538434e-08
2978,4.296985499568366e-08
2979,4.26853695172486e-08
2980,4.4316832609602715e-08
2981,4.523514938607203e-08
2982,4.6211634447345436e-08
2983,4.760297091166917e-08
2984,4.718017370199271e-08
2985,4.632465622394226e-08
2986,4.457969052959841e-08
2987,4.309672145633764e-08
2988,4.2774549307564204e-08
2989,4.5634594545482436e-08
2990,5.115863543707955e-08
2991,5.479277223987401e-08
2992,6.02634953445777e-08
2993,6.49121459606262e-08
2994,6.630843135104444e-08
2995,6.935258823929697e-08
2996,7.03923294757013e-08
2997,6.86280965871108e-08
2998,6.76402870148191e-08
2999,6.646375842037765e-08
3000,6.525775314640961e-08
3001,6.540968778750484e-08
3002,6.649339781051993e-08
