2008-11-11	 0.3214188	0.1481528
2008-11-12	 NaN	NaN
2008-11-13	 0.17630071428571	0.065894285714286
2008-11-14	 0.284095	0.053365
2008-11-15	 NaN	NaN
2008-11-16	 NaN	NaN
2008-11-17	 NaN	NaN
2008-11-18	 NaN	NaN
2008-11-19	 NaN	NaN
2008-11-20	 NaN	NaN
2008-11-21	 NaN	NaN
2008-11-22	 NaN	NaN
2008-11-23	 NaN	NaN
2008-11-24	 NaN	NaN
2008-11-25	 NaN	NaN
2008-11-26	 NaN	NaN
2008-11-27	 NaN	NaN
2008-11-28	 NaN	NaN
2008-11-29	 NaN	NaN
2008-11-30	 NaN	NaN
2008-12-01	 NaN	NaN
2008-12-02	 NaN	NaN
2008-12-03	 NaN	NaN
2008-12-04	 NaN	NaN
2008-12-05	 NaN	NaN
2008-12-06	 NaN	NaN
2008-12-07	 NaN	NaN
2008-12-08	 NaN	NaN
2008-12-09	 NaN	NaN
2008-12-10	 NaN	NaN
2008-12-11	 NaN	NaN
2008-12-12	 NaN	NaN
2008-12-13	 0.31052846153846	0.084111538461538
2008-12-14	 NaN	NaN
2008-12-15	 NaN	NaN
2008-12-16	 NaN	NaN
2008-12-17	 NaN	NaN
2008-12-18	 NaN	NaN
2008-12-19	 0.24200454545455	0.062512727272727
2008-12-20	 NaN	NaN
2008-12-21	 NaN	NaN
2008-12-22	 NaN	NaN
2008-12-23	 NaN	NaN
2008-12-24	 NaN	NaN
2008-12-25	 NaN	NaN
2008-12-26	 0.23919176470588	0.091531176470588
2008-12-27	 NaN	NaN
2008-12-28	 NaN	NaN
2008-12-29	 NaN	NaN
2008-12-30	 NaN	NaN
2008-12-31	 NaN	NaN
2009-01-01	 NaN	NaN
2009-01-02	 NaN	NaN
2009-01-03	 NaN	NaN
2009-01-04	 NaN	NaN
2009-01-05	 NaN	NaN
2009-01-06	 NaN	NaN
2009-01-07	 NaN	NaN
2009-01-08	 NaN	NaN
2009-01-09	 0.23923230769231	0.055268461538462
2009-01-10	 NaN	NaN
2009-01-11	 NaN	NaN
2009-01-12	 NaN	NaN
2009-01-13	 NaN	NaN
2009-01-14	 NaN	NaN
2009-01-15	 NaN	NaN
2009-01-16	 NaN	NaN
2009-01-17	 NaN	NaN
2009-01-18	 0.32272166666667	0.044956666666667
2009-01-19	 NaN	NaN
2009-01-20	 NaN	NaN
2009-01-21	 NaN	NaN
2009-01-22	 0.30465	0.078484545454545
2009-01-23	 NaN	NaN
2009-01-24	 NaN	NaN
2009-01-25	 NaN	NaN
2009-01-26	 NaN	NaN
2009-01-27	 NaN	NaN
2009-01-28	 NaN	NaN
2009-01-29	 NaN	NaN
2009-01-30	 NaN	NaN
2009-01-31	 NaN	NaN
2009-02-01	 0.28854523809524	0.057537142857143
2009-02-02	 0.25706785714286	0.069667857142857
2009-02-03	 NaN	NaN
2009-02-04	 NaN	NaN
2009-02-05	 0.28291533333333	0.082536
2009-02-06	 NaN	NaN
2009-02-07	 NaN	NaN
2009-02-08	 NaN	NaN
2009-02-09	 NaN	NaN
2009-02-10	 NaN	NaN
2009-02-11	 NaN	NaN
2009-02-12	 NaN	NaN
2009-02-13	 0.35285	0.072377272727273
2009-02-14	 NaN	NaN
2009-02-15	 NaN	NaN
2009-02-16	 NaN	NaN
2009-02-17	 NaN	NaN
2009-02-18	 NaN	NaN
2009-02-19	 NaN	NaN
2009-02-20	 NaN	NaN
2009-02-21	 NaN	NaN
2009-02-22	 0.30362090909091	0.071085454545455
2009-02-23	 NaN	NaN
2009-02-24	 NaN	NaN
