2008-08-03	 NA	NA
2008-08-04	 2.98e-07	1.55e-07
2008-08-05	 4.28e-07	2.51e-07
2008-08-06	 1.13e-07	6.1e-08
2008-08-07	 4e-08	6.52e-07
2008-08-08	 1.8e-08	1.56e-07
2008-08-09	 1.44e-07	2.754e-06
2008-08-10	 0	0
2008-08-11	 2.49e-07	1.45e-07
2008-08-12	 1.3e-08	2.61e-07
2008-08-13	 9.2e-08	1.874e-06
2008-08-14	 3.9e-08	7.7e-08
2008-08-15	 1.7e-08	2.2e-08
2008-08-16	 3.9e-08	6.1e-08
2008-08-17	 2e-08	2.4e-08
2008-08-18	 3.6e-08	7.3e-07
2008-08-19	 1.54e-07	1.25e-07
2008-08-20	 1.13e-07	3.095e-06
2008-08-21	 2.06e-07	1.24e-07
2008-08-22	 2.5e-08	6.38e-07
2008-08-23	 0	0
2008-08-24	 5.4e-08	2.761e-06
2008-08-25	 1.1e-08	1.01e-07
2008-08-26	 0	2e-09
2008-08-27	 1.12e-07	9.5e-08
2008-08-28	 1.92e-07	1.29e-07
2008-08-29	 9e-09	2.26e-07
2008-08-30	 8e-09	9e-09
2008-08-31	 7.5e-08	5.5e-08
2008-09-01	 0	0
2008-09-02	 1.72e-07	9.5e-08
2008-09-03	 1.49e-07	7.8e-08
2008-09-04	 7e-08	3.8e-08
2008-09-05	 1.1e-08	4.8e-08
2008-09-06	 7e-09	1e-08
2008-09-07	 1.3e-08	1.6e-08
2008-09-08	 5.3e-08	1.14e-07
2008-09-09	 6.9e-08	1.01e-07
2008-09-10	 1.24e-07	6.7e-08
2008-09-11	 3.8e-08	2.5e-08
2008-09-12	 6e-09	3.5e-08
2008-09-13	 1.31e-07	1.493e-06
2008-09-14	 6.8e-08	3.6e-08
2008-09-15	 4.5e-08	9.8e-08
2008-09-16	 0	0
2008-09-17	 7e-09	1.83e-07
2008-09-18	 6e-08	2.6e-08
2008-09-19	 0	2.71e-07
2008-09-20	 3.5e-08	3.7e-08
2008-09-21	 6.4e-08	8.3e-08
2008-09-22	 7.6e-08	7.4e-08
2008-09-23	 1.7e-08	2.2e-08
2008-09-24	 1.35e-07	1.19e-07
2008-09-25	 6.5e-08	6.4e-08
2008-09-26	 1.68e-07	9.8e-08
2008-09-27	 7.6e-08	5e-08
2008-09-28	 3.3e-08	5.23e-07
2008-09-29	 3.6e-08	2.9e-08
2008-09-30	 8.8e-08	6e-08
2008-10-01	 9.6e-08	5.4e-08
2008-10-02	 1.35e-07	8.4e-08
2008-10-03	 5.7e-08	3.1e-08
2008-10-04	 1.23e-07	6.9e-08
2008-10-05	 1.01e-07	9e-08
2008-10-06	 1.8e-08	3e-08
2008-10-07	 2.5e-08	7.11e-07
2008-10-08	 2.19e-07	1.34e-07
2008-10-09	 0	8e-09
2008-10-10	 1.6e-08	1.6e-08
2008-10-11	 2e-08	3.4e-08
2008-10-12	 0	1e-09
2008-10-13	 1.08e-07	1.02e-07
2008-10-14	 8.7e-08	1.17e-07
2008-10-15	 1.4e-08	4.71e-07
2008-10-16	 2.8e-08	6.19e-07
2008-10-17	 3.9e-08	5.8e-08
2008-10-18	 6.5e-08	5.2e-08
2008-10-19	 1.34e-07	9.2e-08
2008-10-20	 3.1e-08	3e-08
2008-10-21	 1.59e-07	7.6e-08
2008-10-22	 8.7e-08	7.1e-08
2008-10-23	 1.7e-08	1.3e-08
2008-10-24	 8e-09	4.63e-07
2008-10-25	 0	0
2008-10-26	 1.46e-07	9.5e-08
2008-10-27	 5.2e-08	5.8e-08
2008-10-28	 3.2e-08	2.1e-08
2008-10-29	 6.1e-08	4.4e-08
2008-10-30	 2.1e-08	5.9e-08
2008-10-31	 8.5e-08	1.262e-06
2008-11-01	 6.5e-08	7.2e-08
2008-11-02	 NA	NA
2008-11-03	 6e-09	7.6e-08
2008-11-04	 1.6e-08	1.93e-07
2008-11-05	 1.01e-07	7.4e-08
2008-11-06	 7.3e-08	1.05e-07
2008-11-07	 7.4e-08	9.9e-08
2008-11-08	 5.7e-08	1.34e-07
2008-11-09	 1.94e-07	1.07e-07
2008-11-10	 3.1e-08	2.6e-08
2008-11-11	 2.5e-08	3.3e-08
2008-11-12	 5.6e-08	7.4e-08
2008-11-13	 1.78e-07	1.733e-06
2008-11-14	 1.3e-08	1.9e-08
2008-11-15	 3.5e-08	2.8e-08
2008-11-16	 3.5e-08	3.8e-08
2008-11-17	 2.49e-07	1.3e-07
2008-11-18	 1.52e-07	2.026e-06
2008-11-19	 1.14e-07	1.08e-07
2008-11-20	 2e-08	4.36e-07
2008-11-21	 1.7e-08	1.9e-08
2008-11-22	 1.49e-07	2.324e-06
2008-11-23	 3.22e-07	1.26e-07
2008-11-24	 0	0
2008-11-25	 7.7e-08	4.7e-08
2008-11-26	 1.06e-07	6.3e-08
2008-11-27	 9.5e-08	1.31e-07
2008-11-28	 5.3e-08	4.7e-08
2008-11-29	 2.1e-08	2.8e-08
2008-11-30	 2.48e-07	2.97e-06
2008-12-01	 1.93e-07	1.15e-07
2008-12-02	 0	1e-09
2008-12-03	 8e-08	7e-08
2008-12-04	 1.96e-07	2.04e-07
2008-12-05	 9.9e-08	7.4e-08
2008-12-06	 2.9e-08	1.9e-07
2008-12-07	 1.4e-08	8.7e-08
2008-12-08	 0	0
2008-12-09	 7.9e-08	7.6e-08
2008-12-10	 7.4e-08	6e-08
2008-12-11	 1.32e-07	7.1e-08
2008-12-12	 4.6e-08	1.136e-06
2008-12-13	 9.9e-08	9e-08
2008-12-14	 2e-07	1.03e-07
2008-12-15	 1.9e-07	1.29e-07
2008-12-16	 8.2e-08	6.2e-08
2008-12-17	 6.8e-08	6.9e-08
2008-12-18	 1.3e-08	8.5e-08
2008-12-19	 3e-08	2.8e-08
2008-12-20	 0	4e-09
2008-12-21	 7e-09	2.79e-07
2008-12-22	 0	0
2008-12-23	 1.03e-07	1.175e-06
2008-12-24	 4.3e-08	2.8e-08
2008-12-25	 1e-08	3.9e-08
2008-12-26	 2.6e-08	2.1e-08
2008-12-27	 1.6e-08	1.4e-08
2008-12-28	 3e-08	5e-08
2008-12-29	 2.1e-08	1.4e-08
2008-12-30	 6e-09	9.1e-08
2008-12-31	 1.65e-07	1.39e-07
2009-01-01	 1.56e-07	1.13e-07
2009-01-02	 9.5e-08	7.2e-08
2009-01-03	 7e-08	7.1e-08
2009-01-04	 2.4e-08	2.2e-08
2009-01-05	 3.5e-08	4.3e-08
2009-01-06	 2.7e-08	3.2e-08
2009-01-07	 7e-08	4.15e-07
2009-01-08	 0	0
2009-01-09	 2.1e-08	1.8e-08
2009-01-10	 9e-09	9e-09
2009-01-11	 2.55e-07	2.48e-07
2009-01-12	 9e-08	1.874e-06
2009-01-13	 0	0
2009-01-14	 2.2e-08	1.08e-07
2009-01-15	 8e-09	5.4e-08
2009-01-16	 0	1e-09
2009-01-17	 1.9e-08	1.4e-08
2009-01-18	 1.47e-07	1.13e-07
2009-01-19	 0	0
2009-01-20	 0	4e-09
2009-01-21	 9.4e-08	9e-08
2009-01-22	 0	0
2009-01-23	 0	0
2009-01-24	 0	0
2009-01-25	 1.88e-07	1.23e-07
2009-01-26	 0	0
2009-01-27	 8.6e-08	5.9e-08
2009-01-28	 1.1e-07	1.46e-07
2009-01-29	 1.65e-07	1.122e-06
2009-01-30	 1.7e-08	2.4e-08
2009-01-31	 3.7e-08	4.1e-08
2009-02-01	 NA	NA
2009-02-02	 1.4e-07	2.08e-07
