-4556-07-04	3.41277	0.341277
-4557-10-18	5.24413	0.524413
-4561-09-19	3.13039	0.313039
-4563-12-18	2.94815	0.294815
-4559-10-18	4.84399	0.484399
-4561-05-22	4.69647	0.469647
-4557-03-22	2.85383	0.285383
-4561-01-12	10.94355	1.09435
-4562-01-27	3.69109	0.369109
-4552-11-20	4.33239	0.433239
-4560-12-22	6.43376	0.643376
-4552-01-25	6.29386	0.629386
-4560-09-23	5.12435	0.512435
-4552-08-22	5.14134	0.514134
-4554-11-21	4.24733	0.424733
-4556-07-24	3.49545	0.349545
-4561-04-02	8.06826	0.806826
-4553-03-01	7.67563	0.767563
-4563-04-02	2.59474	0.259474
-4562-04-17	4.68680	0.46868
-4555-03-01	3.53373	0.353373
-4560-05-16	8.36949	0.836949
-4556-03-16	5.64651	0.564651
-4560-11-02	6.01519	0.601519
-4552-10-01	4.68305	0.468305
-4563-08-30	3.03368	0.303368
-4552-07-03	6.63334	0.663334
-4554-10-02	5.13626	0.513626
-4556-06-04	4.14235	0.414235
-4557-02-20	2.87872	0.287872
-4563-11-18	2.62997	0.262997
-4555-10-17	6.58819	0.658819
-4558-06-05	4.07774	0.407774
-4563-04-22	2.93728	0.293728
-4555-07-19	5.63232	0.563232
-4560-11-22	6.24332	0.624332
-4552-10-21	4.46374	0.446374
-4559-12-07	3.90879	0.390879
-4560-01-27	7.52581	0.752581
-4559-09-08	4.67486	0.467486
-4560-08-24	6.46188	0.646188
-4562-11-23	7.68439	0.768439
-4552-07-23	5.97831	0.597831
-4554-10-22	4.86266	0.486266
-4557-01-01	3.41456	0.341456
-4559-05-11	6.72681	0.672681
-4559-01-01	6.06861	0.606861
-4561-03-03	8.60622	0.860622
-4562-08-25	5.73115	0.573115
-4554-07-24	7.91097	0.791097
-4558-06-25	4.12173	0.412173
-4560-04-16	7.36898	0.736898
-4558-12-12	4.18715	0.418715
-4560-10-03	4.83306	0.483306
-4559-12-27	3.68158	0.368158
-4559-09-28	4.72984	0.472984
-4560-07-05	7.36286	0.736286
-4563-07-31	3.00990	0.30099
-4556-05-05	5.17007	0.517007
-4557-01-21	2.81938	0.281938
-4554-06-04	7.50499	0.750499
-4559-01-21	6.24213	0.624213
-4561-03-23	8.31572	0.831572
-4562-07-06	4.64277	0.464277
-4553-10-17	6.49276	0.649276
-4558-05-06	4.73020	0.47302
-4563-03-23	2.51692	0.251692
-4555-02-09	3.21065	0.321065
-4553-07-19	6.27411	0.627411
-4559-11-07	4.83896	0.483896
-4560-10-23	5.68719	0.568719
-4563-06-11	3.41522	0.341522
-4557-12-07	5.64119	0.564119
-4560-07-25	6.87000	0.687
-4563-02-01	2.93577	0.293577
-4556-05-25	4.54051	0.454051
-4557-09-08	4.81311	0.481311
-4561-07-11	4.52675	0.452675
-4554-06-24	7.81707	0.781707
-4557-05-11	4.03336	0.403336
-4554-02-14	8.90617	0.890617
-4560-03-17	6.96110	0.69611
-4558-11-12	4.54890	0.45489
-4558-01-16	3.61667	0.361667
-4554-09-12	5.45168	0.545168
-4556-12-11	3.19906	0.319906
-4562-03-18	4.64797	0.464797
-4556-09-12	4.62474	0.462474
-4555-05-30	4.79575	0.479575
-4557-12-27	5.49565	0.549565
-4559-08-29	4.48487	0.448487
-4563-02-21	2.96865	0.296865
-4555-01-20	3.26737	0.326737
-4552-06-03	5.94450	0.59445
-4554-12-31	6.37771	0.637771
-4553-02-09	7.38276	0.738276
-4556-12-31	3.62440	0.36244
-4557-11-07	5.99541	0.599541
-4563-05-12	3.07935	0.307935
-4555-12-06	6.15512	0.615512
-4559-03-12	6.76441	0.676441
-4561-06-11	4.65880	0.46588
-4553-05-10	6.27331	0.627331
-4555-09-07	6.93784	0.693784
-4557-04-11	2.95820	0.29582
-4560-02-16	7.48708	0.748708
-4561-02-01	9.13368	0.913368
-4562-06-26	4.27866	0.427866
-4552-06-23	6.47917	0.647917
-4562-02-16	4.08263	0.408263
-4562-12-13	8.96449	0.896449
-4558-10-13	4.40905	0.440905
-4562-09-14	5.71292	0.571292
-4553-12-26	6.70712	0.670712
-4557-11-27	5.93109	0.593109
-4558-07-15	4.60491	0.460491
-4555-12-26	6.78143	0.678143
-4563-01-22	2.81480	0.28148
-4555-09-27	7.10965	0.710965
-4557-08-29	4.71216	0.471216
-4560-06-05	6.11115	0.611115
-4561-02-21	8.72933	0.872933
-4562-05-07	4.44933	0.444933
-4552-05-04	5.81057	0.581057
-4553-01-20	6.76837	0.676837
-4551-01-09	5.38398	0.538398
-4552-12-30	5.03527	0.503527
-4559-02-10	6.31246	0.631246
-4553-11-06	6.06823	0.606823
-4557-07-20	5.53254	0.553254
-4561-12-08	7.16354	0.716354
-4555-11-06	6.63946	0.663946
-4557-10-08	5.11859	0.511859
-4559-07-20	4.84508	0.484508
-4561-09-09	3.20998	0.320998
-4563-12-08	2.91528	0.291528
-4553-04-10	7.67571	0.767571
-4559-10-08	4.70098	0.470098
-4561-05-12	5.04047	0.504047
-4563-09-09	3.05609	0.305609
-4560-06-25	7.66177	0.766177
-4561-01-02	10.70455	1.07045
-4562-05-27	4.57972	0.457972
-4551-01-29	5.75658	0.575658
-4552-11-10	4.33782	0.433782
-4560-12-12	6.47268	0.647268
-4552-01-15	6.62134	0.662134
-4556-10-12	3.35200	0.3352
-4560-09-13	5.72436	0.572436
-4553-11-26	6.31418	0.631418
-4554-11-11	4.34313	0.434313
-4555-11-26	6.59040	0.65904
-4556-07-14	3.34103	0.334103
-4557-10-28	5.35874	0.535874
-4558-02-05	3.88927	0.388927
-4561-09-29	3.54241	0.354241
-4563-12-28	3.17551	0.317551
-4559-10-28	4.75198	0.475198
-4562-04-07	4.61416	0.461416
-4554-03-06	9.57603	0.957603
-4555-08-28	7.28003	0.728003
-4561-01-22	10.22065	1.02207
-4556-03-06	6.27849	0.627849
-4552-11-30	4.61055	0.461055
-4561-08-20	3.53772	0.353772
