JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2447065.0	<13.4			Vis.	HK								Z				OJ 287 CNC		STD				
2447099.9	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2447100.9	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2447113.9	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2447122.8	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2447177.8	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2447183.8	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2447204.3	<15.6			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447204.6	<14.6			Vis.	STI								Z				OJ 287 CNC		STD				
2447205.442	15.3			Vis.	MAR								Z				OJ 287 CNC		STD				
2447205.8	<14.9			Vis.	GRW								Z				OJ 287 CNC		STD				
2447206.42	15.6			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447206.452	15.4			Vis.	MAR								Z				OJ 287 CNC		STD				
2447207.316	<14.4			Vis.	BAX								Z				OJ 287 CNC		STD				
2447207.42	<15.5			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447207.435	15.6			Vis.	MAR								Z				OJ 287 CNC		STD				
2447208.45	15.5			Vis.	MAR								Z				OJ 287 CNC		STD				
2447208.46	<15.8			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447211.42	<15.5			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447211.442	15.4			Vis.	MAR								Z				OJ 287 CNC		STD				
2447212.42	<15.8			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447212.456	15.4			Vis.	MAR								Z				OJ 287 CNC		STD				
2447212.5	<14.8			Vis.	BAX								Z				OJ 287 CNC		STD				
2447213.41	15.7			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447225.415	15.2			Vis.	MAR								Z				OJ 287 CNC		STD				
2447226.32	<15.5			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447227.425	15.2			Vis.	MAR								Z				OJ 287 CNC		STD				
2447229.422	15.1			Vis.	MAR								Z				OJ 287 CNC		STD				
2447231.408	15.1			Vis.	MAR								Z				OJ 287 CNC		STD				
2447231.625	<14.2			Vis.	KRS								Z				OJ 287 CNC		STD				
2447232.418	15.2			Vis.	MAR								Z				OJ 287 CNC		STD				
2447232.47	15.3			Vis.	FRF								Z				OJ 287 CNC	MCSE	STD				
2447232.86	15.9			Vis.	STR								Z				OJ 287 CNC		STD				
2447233.38	<14.6			Vis.	OJR								Z				OJ 287 CNC		STD				
2447235.6	<14.9			Vis.	STI								Z				OJ 287 CNC		STD				
2447238.394	15.4			Vis.	MAR								Z				OJ 287 CNC		STD				
2447239.399	15.5			Vis.	MAR								Z				OJ 287 CNC		STD				
2447239.7	<13.4			Vis.	HK								Z				OJ 287 CNC		STD				
2447241.6	<15.0			Vis.	STI								Z				OJ 287 CNC		STD				
2447260.6	<12.8			Vis.	MOR								Z				OJ 287 CNC		STD				
2447260.625	<14.3			Vis.	KRS								Z				OJ 287 CNC		STD				
2447262.6	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2447262.8	<13.6			Vis.	HK								Z				OJ 287 CNC		STD				
2447264.7	<14.6			Vis.	KSP								Z				OJ 287 CNC		STD				
2447266.36	<15.0			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447267.35	<15.0			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447272.36	<15.0			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447287.625	<14.2			Vis.	KRS								Z				OJ 287 CNC		STD				
2447296.5	14.1			Vis.	SHS								Z				OJ 287 CNC		STD				
2447477.8	14.5			Vis.	GRI								Z				OJ 287 CNC		STD				
2447479.8	14.5			Vis.	GRI								Z				OJ 287 CNC		STD				
2447503.46	<15.5			Vis.	BAX								Z				OJ 287 CNC		STD				
2447505.4519	14.5			Vis.	MAR								Z				OJ 287 CNC		STD				
2447506.459	14.5			Vis.	MAR								Z				OJ 287 CNC		STD				
2447508.4556	14.3			Vis.	MAR								Z				OJ 287 CNC		STD				
2447509.4472	14.2			Vis.	MAR								Z				OJ 287 CNC		STD				
2447541.7	15.0			Vis.	STI								Z				OJ 287 CNC		STD				
2447554.3	14.8			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447556.3	14.6			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447557.4549	14.8			Vis.	MAR								Z				OJ 287 CNC		STD				
2447558.4465	14.9			Vis.	MAR								Z				OJ 287 CNC		STD				
2447564.3	14.9			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447566.4313	14.7			Vis.	MAR								Z				OJ 287 CNC		STD				
2447567.4389	14.8			Vis.	MAR								Z				OJ 287 CNC		STD				
2447569.6	14.8			Vis.	STI								Z				OJ 287 CNC		STD				
2447587.3	15.2			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447587.413	15.0			Vis.	MAR								Z				OJ 287 CNC		STD				
2447588.422	15.0			Vis.	MAR								Z				OJ 287 CNC		STD				
2447589.318	15.7			Vis.	BAX								Z				OJ 287 CNC		STD				
2447589.39	15.0			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447590.416	15.2			Vis.	MAR								Z				OJ 287 CNC		STD				
2447591.37	15.4			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447591.425	15.2			Vis.	MAR								Z				OJ 287 CNC		STD				
2447596.42	15.6			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447596.7	<14.9			Vis.	SCE								Z				OJ 287 CNC		STD				
2447598.5	<14.2			Vis.	SHS								Z				OJ 287 CNC		STD				
2447598.7	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2447612.365	15.4			Vis.	MAR								Z				OJ 287 CNC		STD				
2447612.37	15.4			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447612.7	<13.4			Vis.	KRS								Z				OJ 287 CNC		STD				
2447613.371	15.4			Vis.	MAR								Z				OJ 287 CNC		STD				
2447615.358	15.2			Vis.	MAR								Z				OJ 287 CNC		STD				
2447615.36	<15.6			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447616.351	15.1			Vis.	MAR								Z				OJ 287 CNC		STD				
2447618.36	<14.1			Vis.	PMR								Z				OJ 287 CNC		STD				
2447618.6	15.0			Vis.	STI	C							Z				OJ 287 CNC		STD				
2447625.38	15.5			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447629.7	<13.4			Vis.	KRS								Z				OJ 287 CNC		STD				
2447640.36	<15.0			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447642.5	<14.6			Vis.	CJR								Z				OJ 287 CNC		STD				
2447644.37	15.8			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447647.38	<15.5			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447862.0	<13.4			Vis.	HK								Z				OJ 287 CNC		STD				
2447926.0	<14.2			Vis.	HK								Z				OJ 287 CNC		STD				
2447940.37	<15.5			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447942.39	<13.5			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2447943.43	<13.2			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2447943.5	<14.2			Vis.	SHS								Z				OJ 287 CNC		STD				
2447945.4	<13.0			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2447946.42	<15.5			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447948.34	<14.2			Vis.	PMR								Z				OJ 287 CNC		STD				
2447951.3951	15.4			Vis.	MAR								Z				OJ 287 CNC		STD				
2447953.4049	15.4			Vis.	MAR								Z				OJ 287 CNC		STD				
2447965.38	<13.0			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2447967.37	14.7			Vis.	KRT								Z				OJ 287 CNC		STD				
2447967.3965	15.6			Vis.	MAR								Z				OJ 287 CNC		STD				
2447968.4	<14.1			Vis.	VNZ								Z				OJ 287 CNC	MCSE	STD				
2447969.37	<13.0			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2447970.4028	15.5			Vis.	MAR								Z				OJ 287 CNC		STD				
2447972.6	<15.5			Vis.	BRJ								Z				OJ 287 CNC		STD				
2447974.36	<14.6			Vis.	PMR								Z				OJ 287 CNC		STD				
2447974.38	15.5			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2447978.38	<12.8			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2447980.7	<14.3			Vis.	KSP								Z				OJ 287 CNC		STD				
2447982.41	<12.5			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2447982.429	15.3			Vis.	KRT								Z				OJ 287 CNC		STD				
2447993.385	15.5			Vis.	KRT								Z				OJ 287 CNC		STD				
2447996.371	15.5			Vis.	KRT								Z				OJ 287 CNC		STD				
2447996.6646	<13.2			Vis.	LBG								Z				OJ 287 CNC		STD				
2447997.6222	<12.8			Vis.	LBG								Z				OJ 287 CNC		STD				
2447999.6208	<14.1			Vis.	LBG								Z				OJ 287 CNC		STD				
2448000.6132	<14.1			Vis.	LBG								Z				OJ 287 CNC		STD				
2448005.3646	<15.0			Vis.	MAR								Z				OJ 287 CNC		STD				
2448007.6201	<12.8			Vis.	LBG								Z				OJ 287 CNC		STD				
2448008.7	<13.4			Vis.	HK								Z				OJ 287 CNC		STD				
2448009.3701	<15.0			Vis.	MAR								Z				OJ 287 CNC		STD				
2448010.38	<13.0			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2448011.408	<15.0			Vis.	KRT								Z				OJ 287 CNC		STD				
2448057.7	<11.5			Vis.	HK								Z				OJ 287 CNC		STD				
2448234.8	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2448291.7	<13.2			Vis.	TDB								Z				OJ 287 CNC		STD				
2448293.8	<14.3			Vis.	HK								Z				OJ 287 CNC		STD				
2448308.785	15.1			Vis.	BAX								Z				OJ 287 CNC		STD				
2448308.8	15.0			Vis.	RR								Z				OJ 287 CNC		STD				
2448320.6	<14.3			Vis.	TDB								Z				OJ 287 CNC		STD				
2448325.7	15.0			Vis.	GRI								Z				OJ 287 CNC		STD				
2448328.4	<13.3			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2448332.7	<13.2			Vis.	SWT								Z				OJ 287 CNC		STD				
2448335.6	15.1			Vis.	KRB								Z				OJ 287 CNC		STD				
2448346.6	<14.2			Vis.	TDB								Z				OJ 287 CNC		STD				
2448348.7	<14.2			Vis.	KRS								Z				OJ 287 CNC		STD				
2448350.749	15.1			Vis.	YRK								Z				OJ 287 CNC		STD				
2448351.721	15.1			Vis.	YRK								Z				OJ 287 CNC		STD				
2448354.6	<14.3			Vis.	GRI								Z				OJ 287 CNC		STD				
2448355.35	<13.0			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2448356.3	15.0			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2448356.35	<13.2			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2448357.6	<13.2			Vis.	SWT								Z				OJ 287 CNC		STD				
2448385.37	<13.0			Vis.	VGP								Z				OJ 287 CNC	AFOEV	STD				
2448406.7	<12.8			Vis.	HK								Z				OJ 287 CNC		STD				
2448575.8	<14.3			Vis.	SWT								Z				OJ 287 CNC		STD				
2448618.7	<14.3			Vis.	SWT								Z				OJ 287 CNC		STD				
2448618.9	<14.6			Vis.	GRI								Z				OJ 287 CNC		STD				
2448619.5	<12.5			Vis.	MOI								Z				OJ 287 CNC	AFOEV	STD				
2448627.8	<14.3			Vis.	SWT								Z				OJ 287 CNC		STD				
2448633.8	15.1			Vis.	HAV								Z				OJ 287 CNC		STD				
2448680.697	15.2			Vis.	YRK								Z				OJ 287 CNC		STD				
2448681.684	15.2			Vis.	YRK								Z				OJ 287 CNC		STD				
2448685.38	<13.5			Vis.	VGP								Z				OJ 287	AFOEV	STD				
2448703.7	<14.3			Vis.	GRI								Z				OJ 287 CNC		STD				
2448711.6	<14.2			Vis.	KRS								Z				OJ 287 CNC		STD				
2448711.6	<14.3			Vis.	SWT								Z				OJ 287 CNC		STD				
2448715.6	<14.2			Vis.	KRS								Z				OJ 287 CNC		STD				
2448743.7	<12.8			Vis.	HK								Z				OJ 287 CNC		STD				
2448744.6	<14.2			Vis.	KRS								Z				OJ 287 CNC		STD				
2449004.4	15.2			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449011.726	15.1			Vis.	YRK								Z				OJ 287 CNC		STD				
2449013.4	15.6			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449013.7	14.5			Vis.	SWT								Z				OJ 287 CNC		STD				
2449020.7	<14.3			Vis.	TDB								Z				OJ 287 CNC		STD				
2449029.3	15.4			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449031.738	15.6			Vis.	YRK								Z				OJ 287 CNC		STD				
2449036.684	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449037.3	15.8			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449038.4437	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449039.7	<14.9			Vis.	GRI								Z				OJ 287 CNC		STD				
2449041.727	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449046.1	15.3			Vis.	CR								Z				OJ 287 CNC		STD				
2449046.486	<15.0			Vis.	VMT								Z				OJ 287 CNC		STD				
2449048.7	<13.4			Vis.	TDB								Z				OJ 287 CNC		STD				
2449057.7	<12.4			Vis.	GGT								Z				OJ 287 CNC		STD				
2449058.392	<14.6			Vis.	VMT								Z				OJ 287 CNC		STD				
2449058.7	14.6			Vis.	SWT								Z				OJ 287 CNC		STD				
2449059.434	<14.6			Vis.	VMT								Z				OJ 287 CNC		STD				
2449059.7	<12.4			Vis.	GGT								Z				OJ 287 CNC		STD				
2449060.698	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449061.6	<14.2			Vis.	TDB								Z				OJ 287 CNC		STD				
2449062.438	15.2			Vis.	VMT								Z				OJ 287 CNC		STD				
2449063.6	<13.0			Vis.	GGT								Z				OJ 287 CNC		STD				
2449066.3	15.7			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449066.424	<14.9			Vis.	VMT								Z				OJ 287 CNC		STD				
2449067.3	15.6			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449067.458	<13.6			Vis.	VMT								Z				OJ 287 CNC		STD				
2449069.668	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449070.5	14.5			Vis.	PYG								Z				OJ 287 CNC		STD				
2449070.658	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449070.7	<12.3			Vis.	GGT								Z				OJ 287 CNC		STD				
2449071.439	<14.2			Vis.	VMT								Z				OJ 287 CNC		STD				
2449071.671	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449072.66	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449072.7	<12.0			Vis.	GGT								Z				OJ 287 CNC		STD				
2449073.7	<12.0			Vis.	GGT								Z				OJ 287 CNC		STD				
2449074.421	<14.3			Vis.	VMT								Z				OJ 287 CNC		STD				
2449074.5	<14.3			Vis.	SHS								Z				OJ 287 CNC		STD				
2449086.3	15.8			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449087.3	15.6			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449088.3	15.7			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449088.375	<14.3			Vis.	VMT	C							Z				OJ 287 CNC		STD				
2449088.6	<14.2			Vis.	TDB								Z				OJ 287 CNC		STD				
2449090.6	<14.2			Vis.	TDB								Z				OJ 287 CNC		STD				
2449091.6	<14.2			Vis.	TDB								Z				OJ 287 CNC		STD				
2449092.6	14.4			Vis.	RRB								Z				OJ 287 CNC		STD				
2449095.3	15.6			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449095.375	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449095.6	<14.1			Vis.	KRS								Z				OJ 287 CNC		STD				
2449095.827	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449098.3	15.6			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449099.374	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449099.441	<13.6			Vis.	VMT								Z				OJ 287 CNC		STD				
2449100.3	15.8			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449101.6	<14.2			Vis.	SWT								Z				OJ 287 CNC		STD				
2449103.3	15.7			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449103.403	<14.3			Vis.	VMT	C							Z				OJ 287 CNC		STD				
2449103.801	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449117.789	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449118.792	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449119.3	<15.2			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449119.791	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449120.3	15.9			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449120.6	<14.1			Vis.	KRS								Z				OJ 287 CNC		STD				
2449120.794	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449122.753	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449127.282	<11.0			Vis.	OER								Z				OJ 287 CNC		STD				
2449127.783	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449130.3	15.5			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449130.802	<15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449131.801	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449134.241	<10.0			Vis.	OER								Z				OJ 287 CNC		STD				
2449146.804	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449147.800	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449149.804	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449151.806	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449152.799	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449288.663	<14.6			Vis.	VMT	C							Z				OJ 287 CNC		STD				
2449303.6060	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449306.5700	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449309.528	<14.3			Vis.	VMT								Z				OJ 287 CNC		STD				
2449310.549	<14.6			Vis.	VMT								Z				OJ 287 CNC		STD				
2449311.5450	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449316.656	<14.6			Vis.	VMT								Z				OJ 287 CNC		STD				
2449328.7840	<15.3			Vis.	YRK								Z				OJ 287 CNC		STD				
2449329.512	14.8			Vis.	VMT								Z				OJ 287 CNC		STD				
2449329.7250	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449330.7410	14.6			Vis.	YRK								Z				OJ 287 CNC		STD				
2449331.492	<14.6			Vis.	VMT								Z				OJ 287 CNC		STD				
2449331.7458	15.0			Vis.	YRK								Z				OJ 287 CNC		STD				
2449332.7479	15.0			Vis.	YRK								Z				OJ 287 CNC		STD				
2449333.508	<14.3			Vis.	JLT								Z				OJ 287 CNC	AS	STD				
2449335.5310	15.1			Vis.	PYG								Z				OJ 287 CNC		STD				
2449335.7632	15.4			Vis.	YRK								Z				OJ 287 CNC		STD				
2449336.7542	15.3			Vis.	YRK								Z				OJ 287 CNC		STD				
2449337.1	<14.9			Vis.	SSU								Z				OJ 287 CNC	AFOEV	STD				
2449338.481	<14.6			Vis.	VMT								Z				OJ 287 CNC		STD				
2449338.66	14.8			Vis.	SCE								Z				OJ 287 CNC		STD				
2449338.8	<14.3			Vis.	SWT								Z				OJ 287 CNC		STD				
2449339.7382	15.4			Vis.	YRK								Z				OJ 287 CNC		STD				
2449340.7500	15.4			Vis.	YRK								Z				OJ 287 CNC		STD				
2449342.752	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449342.8417	<14.9			Vis.	RPR								Z				OJ 287 CNC		STD				
2449343.6861	<14.6			Vis.	SET								Z				OJ 287 CNC		STD				
2449343.728	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449344.5310	15.4			Vis.	PYG								Z				OJ 287 CNC		STD				
2449344.733	<13.4			Vis.	VMT	C							Z				OJ 287 CNC		STD				
2449346.081	<13.5			Vis.	AB								Z				OJ 287 CNC		STD				
2449346.713	<13.6			Vis.	YRK								Z				OJ 287 CNC		STD				
2449348.8	<13.2			Vis.	NVK								Z				OJ 287 CNC		STD				
2449355.4430	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449355.692	15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449356.4	15.8			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449356.483	<14.9			Vis.	VMT								Z				OJ 287 CNC		STD				
2449356.691	15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449356.909	<13.8			Vis.	AB								Z				OJ 287 CNC		STD				
2449357.4	15.7			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449357.647	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449357.7	<14.9			Vis.	KRB								Z				OJ 287 CNC		STD				
2449357.894	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449358.4	15.7			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449359.056	<13.2			Vis.	AB								Z				OJ 287 CNC		STD				
2449360.020	<13.8			Vis.	AB								Z				OJ 287 CNC		STD				
2449360.47	<14.3			Vis.	OJR								Z				OJ 287 CNC		STD				
2449360.613	<14.9			Vis.	VMT								Z				OJ 287 CNC		STD				
2449360.629	<14.6			Vis.	YRK								Z				OJ 287 CNC		STD				
2449361.094	<13.8			Vis.	AB								Z				OJ 287 CNC		STD				
2449361.697	15.6			Vis.	YRK								Z				OJ 287 CNC		STD				
2449361.956	<13.8			Vis.	AB								Z				OJ 287 CNC		STD				
2449362.130	<13.5			Vis.	AB								Z				OJ 287 CNC		STD				
2449362.625	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449362.838	<13.5			Vis.	AB								Z				OJ 287 CNC		STD				
2449363.110	<13.6			Vis.	AB								Z				OJ 287 CNC		STD				
2449363.650	15.6			Vis.	YRK								Z				OJ 287 CNC		STD				
2449363.860	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449364.644	15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449365.4	15.7			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449365.626	15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449366.093	<13.0			Vis.	AB								Z				OJ 287 CNC		STD				
2449366.478	<14.9			Vis.	VMT								Z				OJ 287 CNC		STD				
2449366.6	<14.3			Vis.	RRB								Z				OJ 287 CNC		STD				
2449366.687	15.1			Vis.	YRK								Z				OJ 287 CNC		STD				
2449367.040	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449367.4370	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449367.516	<14.6			Vis.	JLT								Z				OJ 287 CNC	AS	STD				
2449367.644	15.3			Vis.	YRK								Z				OJ 287 CNC		STD				
2449367.6896	15.1			Vis.	SET								Z				OJ 287 CNC		STD				
2449368.086	<13.5			Vis.	AB								Z				OJ 287 CNC		STD				
2449368.4	15.7			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449368.947	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449369.627	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449370.113	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449371.038	<13.0			Vis.	AB								Z				OJ 287 CNC		STD				
2449371.621	<14.9			Vis.	YRK								Z				OJ 287 CNC		STD				
2449371.940	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449372.4	15.7			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449372.608	<14.6			Vis.	YRK								Z				OJ 287 CNC		STD				
2449373.605	<14.2			Vis.	YRK								Z				OJ 287 CNC		STD				
2449374.49	<13.4			Vis.	OJR								Z				OJ 287 CNC		STD				
2449374.610	<14.6			Vis.	YRK								Z				OJ 287 CNC		STD				
2449377.622	<13.4			Vis.	YRK								Z				OJ 287 CNC		STD				
2449382.28	<14.1			Vis.	THU								Z				OJ 287 CNC	AFOEV	STD				
2449383.363	<14.6			Vis.	VMT								Z				OJ 287 CNC		STD				
2449383.787	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449384.633	15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449384.804	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449385.4650	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449385.644	15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449386.651	15.3			Vis.	YRK								Z				OJ 287 CNC		STD				
2449386.7	<14.0			Vis.	SWT	C							Z				OJ 287 CNC		STD				
2449386.941	<13.8			Vis.	AB								Z				OJ 287 CNC		STD				
2449387.6579	15.0			Vis.	HAV	C							Z				OJ 287 CNC		STD				
2449388.43	<13.6			Vis.	OJR								Z				OJ 287 CNC		STD				
2449389.4550	<14.9			Vis.	PYG								Z				OJ 287 CNC		STD				
2449389.47	<13.6			Vis.	OJR								Z				OJ 287 CNC		STD				
2449389.7	<14.0			Vis.	SWT	C							Z				OJ 287 CNC		STD				
2449389.799	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449390.29	14.7			Vis.	VET								Z				OJ 287 CNC	AFOEV	STD				
2449390.331	<14.9			Vis.	VMT								Z				OJ 287 CNC		STD				
2449390.653	<14.3			Vis.	BNY								Z				OJ 287 CNC		STD				
2449390.840	<13.5			Vis.	AB								Z				OJ 287 CNC		STD				
2449391.047	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449392.438	<14.9			Vis.	VMT								Z				OJ 287 CNC		STD				
2449393.622	15.5			Vis.	YRK								Z				OJ 287 CNC		STD				
2449393.767	<13.4			Vis.	AB								Z				OJ 287 CNC		STD				
2449394.628	15.6			Vis.	YRK								Z				OJ 287 CNC		STD				
2449396.4000	<14.6			Vis.	PYG								Z				OJ 287 CNC		STD				
2449398.3	15.4			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449398.361	<14.9			Vis.	VMT								Z				OJ 287 CNC		STD				
2449398.5	<14.3			Vis.	RRB								Z				OJ 287 CNC		STD				
2449398.6	<13.4			Vis.	SWT	C							Z				OJ 287 CNC		STD				
2449398.608	15.2			Vis.	YRK								Z				OJ 287 CNC		STD				
2449398.8	<14.6			Vis.	NVK								Z				OJ 287 CNC		STD				
2449399.601	15.2			Vis.	YRK								Z				OJ 287 CNC		STD				
2449400.3	15.4			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
2449400.366	<14.9			Vis.	VMT								Z				OJ 287 CNC		STD				
2449401.300	<14.3			Vis.	VMT	C							Z				OJ 287 CNC		STD				
2449402.506	<13.2			Vis.	OER								Z				OJ 287 CNC		STD				
2449402.603	<14.3			Vis.	VMT								Z				OJ 287 CNC		STD				
2449405.6	<14.1			Vis.	TDB								Z				OJ 287 CNC		STD				
2449411.2	15.8			Vis.	SNO								Z				OJ 287 CNC	MCSE	STD				
