JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2457745.58799	14.331	0.07		V	GCO		ENSAMBLE	000-BBQ-043	7193UE	EXP.TIME= 3X300SEC.-STACK METHOD: AVERAGE-'ACP->LX200GPS/R'-'SBIG ST-7 DUAL CCD CAMERA'	0	1.11	Z		12.851		OJ 287	AAVSO	STD	0			
2457746.40517	14.215	0.015		V	AFSA		NA	000-BLX-797	X19023BEF		0	3.126	Z		13.327	2457746.40963	OJ 287	AAVSO	STD				
2457746.40576	14.254	0.015		V	AFSA		NA	000-BLX-797	X19023BEF		0	3.099	Z		13.327	2457746.41022	OJ 287	AAVSO	STD				
2457746.40637	14.319	0.015		V	AFSA		NA	000-BLX-797	X19023BEF		0	3.072	Z		13.327	2457746.41083	OJ 287	AAVSO	STD				
2457746.40696	14.214	0.014		V	AFSA		NA	000-BLX-797	X19023BEF		0	3.047	Z		13.327	2457746.41142	OJ 287	AAVSO	STD				
2457746.40755	14.242	0.015		V	AFSA		NA	000-BLX-797	X19023BEF		0	3.022	Z		13.327	2457746.41201	OJ 287	AAVSO	STD				
2457746.40814	14.275	0.015		V	AFSA		NA	000-BLX-797	X19023BEF		0	2.997	Z		13.327	2457746.41260	OJ 287	AAVSO	STD				
2457746.40873	14.264	0.015		V	AFSA		NA	000-BLX-797	X19023BEF		0	2.972	Z		13.327	2457746.41319	OJ 287	AAVSO	STD				
2457746.50975	14.248	0.007		V	NRNA		000-BBQ-029		X16263DI		0	1.244	Z	-13.624		2457746.51421	OJ 287	AAVSO	STD				
2457746.52191	14.514	0.007		SG	NRNA		000-BBQ-029		X16263DI		0	1.201	Z	-13.528		2457746.52638	OJ 287	AAVSO	STD				
2457746.53404	14.097	0.006		SR	NRNA		000-BBQ-029		X16263DI		0	1.165	Z	-14.079		2457746.53851	OJ 287	AAVSO	STD				
2457746.54616	13.842	0.008		SI	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.136	Z	-13.575	14.393	2457746.55063	OJ 287	AAVSO	STD				
2457746.55852	13.861	0.006		R	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.113	Z	-14.149	14.297	2457746.56299	OJ 287	AAVSO	STD				
